105	Q0	70723	1	24.854698181152344	ColBERT-TFIDF
105	Q0	3660	2	24.32943344116211	ColBERT-TFIDF
105	Q0	31819	3	24.19378662109375	ColBERT-TFIDF
105	Q0	11080	4	24.19280242919922	ColBERT-TFIDF
105	Q0	8936	5	24.07574462890625	ColBERT-TFIDF
105	Q0	10658	6	24.025493621826172	ColBERT-TFIDF
105	Q0	625	7	23.688081741333008	ColBERT-TFIDF
105	Q0	46694	8	23.542036056518555	ColBERT-TFIDF
105	Q0	11768	9	23.491851806640625	ColBERT-TFIDF
105	Q0	48013	10	21.193859100341797	ColBERT-TFIDF
1085	Q0	3647	1	24.773344039916992	ColBERT-TFIDF
1085	Q0	70885	2	24.76382827758789	ColBERT-TFIDF
1085	Q0	69539	3	24.500097274780273	ColBERT-TFIDF
1085	Q0	9307	4	24.425457000732422	ColBERT-TFIDF
1085	Q0	7020	5	24.346576690673828	ColBERT-TFIDF
1085	Q0	71416	6	23.808504104614258	ColBERT-TFIDF
1085	Q0	71493	7	23.659969329833984	ColBERT-TFIDF
1085	Q0	71467	8	23.052181243896484	ColBERT-TFIDF
1085	Q0	3290	9	22.04906463623047	ColBERT-TFIDF
1085	Q0	4045	10	21.27156639099121	ColBERT-TFIDF
252	Q0	11374	1	24.52661895751953	ColBERT-TFIDF
252	Q0	4007	2	23.757543563842773	ColBERT-TFIDF
252	Q0	50559	3	23.745868682861328	ColBERT-TFIDF
252	Q0	5721	4	23.707523345947266	ColBERT-TFIDF
252	Q0	34343	5	23.385482788085938	ColBERT-TFIDF
252	Q0	11044	6	23.109025955200195	ColBERT-TFIDF
252	Q0	32501	7	23.05727767944336	ColBERT-TFIDF
252	Q0	34449	8	22.855628967285156	ColBERT-TFIDF
252	Q0	1031	9	22.593975067138672	ColBERT-TFIDF
252	Q0	1622	10	20.727066040039062	ColBERT-TFIDF
1063	Q0	14509	1	26.835783004760742	ColBERT-TFIDF
1063	Q0	13349	2	26.827211380004883	ColBERT-TFIDF
1063	Q0	14013	3	24.51947021484375	ColBERT-TFIDF
1063	Q0	62736	4	24.343624114990234	ColBERT-TFIDF
